job_id,title,company,location,description,skills,role_family,raw_title,title_short,country,schedule_type,work_from_home,source
1394,BUSINESS INTELLIGENCE SOFTWARE ENGINEER,SELECCION IT,"Madrid, Spain","Title short: Software Engineer. Schedule: Full-time. Remote: False. Country: Spain. Skills: hadoop, oracle, postgresql, spark, sql, sql server, ssis, ssrs, tableau.",hadoop;oracle;postgresql;spark;sql;sql server;ssis;ssrs;tableau,bi,BUSINESS INTELLIGENCE SOFTWARE ENGINEER,Software Engineer,Spain,Full-time,False,lukebarousse/data_jobs
1395,"engineer design, business intelligence engineer, engineer network",Amazon Europe Core,"Libramont-Chevigny, Belgium","Title short: Cloud Engineer. Schedule: Full-time. Remote: False. Country: Belgium. Skills: nosql, oracle, python, redshift, sql, tableau.",nosql;oracle;python;redshift;sql;tableau,bi,"engineer design, business intelligence engineer, engineer network",Cloud Engineer,Belgium,Full-time,False,lukebarousse/data_jobs
1396,Data Engineer-business Intelligence,Ibm,"Heredia Province, Heredia, Costa Rica","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Costa Rica. Skills: express, ibm cloud, sql.",express;ibm cloud;sql,bi,Data Engineer-business Intelligence,Data Engineer,Costa Rica,Full-time,False,lukebarousse/data_jobs
1397,Python Reporting Analyst,SupportNinja,Philippines,Title short: Software Engineer. Schedule: Full-time. Remote: False. Country: Philippines. Skills: python.,python,bi,Python Reporting Analyst,Software Engineer,Philippines,Full-time,False,lukebarousse/data_jobs
1398,"Business Intelligence Engineer, AWS Education Programs Business...",Amazon Services Inc.,Australia,"Title short: Cloud Engineer. Schedule: Full-time. Remote: False. Country: Australia. Skills: aws, dynamodb, flow, matlab, nosql, oracle, python, r, redshift, sas, sql, tableau.",aws;dynamodb;flow;matlab;nosql;oracle;python;r;redshift;sas;sql;tableau,bi,"Business Intelligence Engineer, AWS Education Programs Business...",Cloud Engineer,Australia,Full-time,False,lukebarousse/data_jobs
1399,Senior Data & Reporting Analyst,Spectrum,"St. Louis, MO","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: excel, sql, word.",excel;sql;word,bi,Senior Data & Reporting Analyst,Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
1400,"Senior Data Analyst (Business Intelligence), Support (San...",Cisco Meraki,Anywhere,"Title short: Senior Data Analyst. Schedule: Full-time. Remote: True. Country: United States. Skills: microstrategy, python, r, react, snowflake, sql, tableau.",microstrategy;python;r;react;snowflake;sql;tableau,bi,"Senior Data Analyst (Business Intelligence), Support (San...",Senior Data Analyst,United States,Full-time,True,lukebarousse/data_jobs
1401,Senior Data and Reporting Analyst,CareerBuilder,"West Columbia, SC","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: cognos, crystal, excel, ms access, sas, sql.",cognos;crystal;excel;ms access;sas;sql,bi,Senior Data and Reporting Analyst,Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
1402,"Customer Engineer, Data/Business Intelligence, Looker, Google Cloud",Google,"Dublin, Ireland","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Ireland. Skills: looker, python, r, sql.",looker;python;r;sql,bi,"Customer Engineer, Data/Business Intelligence, Looker, Google Cloud",Data Engineer,Ireland,Full-time,False,lukebarousse/data_jobs
1403,Business Intelligence Developer – Johannesburg/ Hybrid – R900k per...,E-Merge,"Johannesburg, South Africa","Title short: Software Engineer. Schedule: Full-time. Remote: False. Country: South Africa. Skills: oracle, power bi, python, sql, sql server, ssis, ssrs, tableau.",oracle;power bi;python;sql;sql server;ssis;ssrs;tableau,bi,Business Intelligence Developer – Johannesburg/ Hybrid – R900k per...,Software Engineer,South Africa,Full-time,False,lukebarousse/data_jobs
1404,Data Engineer für Business Intelligence und Analytics,Energie Steiermark AG,"Graz, Austria","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Austria. Skills: azure, power bi, t-sql.",azure;power bi;t-sql,bi,Data Engineer für Business Intelligence und Analytics,Data Engineer,Austria,Full-time,False,lukebarousse/data_jobs
1405,Data Engineer* Business Intelligence Microsoft,BE-terna,"Vienna, Austria","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Austria. Skills: dax, power bi, sql.",dax;power bi;sql,bi,Data Engineer* Business Intelligence Microsoft,Data Engineer,Austria,Full-time,False,lukebarousse/data_jobs
1406,Data Engineer & Business Intelligence - Banking,Robert Walters Hong Kong,Hong Kong,"Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Hong Kong. Skills: aws, hadoop, java, kafka, python, r, spark, sql.",aws;hadoop;java;kafka;python;r;spark;sql,bi,Data Engineer & Business Intelligence - Banking,Data Engineer,Hong Kong,Full-time,False,lukebarousse/data_jobs
1407,Business Intelligence Data Engineer,Northeastern University,"Boston, MA","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: United States. Skills: python, snowflake, sql.",python;snowflake;sql,bi,Business Intelligence Data Engineer,Data Engineer,United States,Full-time,False,lukebarousse/data_jobs
1408,(Senior) Specialist Business Intelligence / Data Engineering (m/w/d),HARIBO Deutschland,"Grafschaft, Germany","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Germany. Skills: java, microstrategy, power bi, python, sap, sql.",java;microstrategy;power bi;python;sap;sql,bi,(Senior) Specialist Business Intelligence / Data Engineering (m/w/d),Data Engineer,Germany,Full-time,False,lukebarousse/data_jobs
1409,Senior Business Intelligence Data Analyst,JPS Health,"Fort Worth, TX","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: crystal, excel, ms access, power bi, sql, sql server.",crystal;excel;ms access;power bi;sql;sql server,bi,Senior Business Intelligence Data Analyst,Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
1410,Junior Business Intelligence Data Engineer/Architect,HP,"Sant Cugat del Vallès, Spain","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Spain. Skills: azure, flow, nosql, notion, python, r, sql, ssis.",azure;flow;nosql;notion;python;r;sql;ssis,bi,Junior Business Intelligence Data Engineer/Architect,Data Engineer,Spain,Full-time,False,lukebarousse/data_jobs
1411,Data Engineer-business Intelligence,IBM,"Heredia Province, Heredia, Costa Rica","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Costa Rica. Skills: express, ibm cloud.",express;ibm cloud,bi,Data Engineer-business Intelligence,Data Engineer,Costa Rica,Full-time,False,lukebarousse/data_jobs
1412,Keyline  sta cercando Business Intelligence Data Engineer,Keyline S.p.A.,"Centallo, Province of Cuneo, Italy","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Italy. Skills: aws, azure, gcp, mysql, nosql, oracle, qlik, snowflake, sql, tableau.",aws;azure;gcp;mysql;nosql;oracle;qlik;snowflake;sql;tableau,bi,Keyline  sta cercando Business Intelligence Data Engineer,Data Engineer,Italy,Full-time,False,lukebarousse/data_jobs
1413,data engineer-business intelligence,OEmprego,"São Paulo, State of São Paulo, Brazil","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Brazil. Skills: excel, powerpoint, word.",excel;powerpoint;word,bi,data engineer-business intelligence,Data Engineer,Brazil,Full-time,False,lukebarousse/data_jobs
1414,Data Engineer/ Data Science Consultant - Business Intelligence Tools,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",India,"Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: India. Skills: azure, power bi, python, sql, tableau.",azure;power bi;python;sql;tableau,bi,Data Engineer/ Data Science Consultant - Business Intelligence Tools,Data Engineer,India,Full-time,False,lukebarousse/data_jobs
1415,Business Intelligence Developer/Data Engineer (SAP),Global Enterprise Partners,Anywhere,"Title short: Data Engineer. Schedule: Full-time. Remote: True. Country: Netherlands. Skills: sap, sql, word.",sap;sql;word,bi,Business Intelligence Developer/Data Engineer (SAP),Data Engineer,Netherlands,Full-time,True,lukebarousse/data_jobs
1416,Senior Software Engineer - Business Intelligence,Christchurch City Council,"Christchurch, New Zealand","Title short: Software Engineer. Schedule: Full-time. Remote: False. Country: New Zealand. Skills: azure, sap, sql, ssis.",azure;sap;sql;ssis,bi,Senior Software Engineer - Business Intelligence,Software Engineer,New Zealand,Full-time,False,lukebarousse/data_jobs
1417,Data Engineer / BI Analyst / Power BI Reporting Spezialist:in (m/w/d),HUK-COBURG Versicherungsgruppe,"Coburg, Germany","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Germany. Skills: power bi, ssis, tableau.",power bi;ssis;tableau,bi,Data Engineer / BI Analyst / Power BI Reporting Spezialist:in (m/w/d),Data Engineer,Germany,Full-time,False,lukebarousse/data_jobs
1418,"Senior Data Scientist, Business Intelligence",Duolingo,United States,"Title short: Senior Data Scientist. Schedule: Full-time. Remote: False. Country: United States. Skills: plotly, python, sql, tableau.",plotly;python;sql;tableau,bi,"Senior Data Scientist, Business Intelligence",Senior Data Scientist,United States,Full-time,False,lukebarousse/data_jobs
1419,"Director, Data Engineering & Business Intelligence",Cymax Group Technologies,Anywhere,"Title short: Data Engineer. Schedule: Full-time. Remote: True. Country: Canada. Skills: azure, databricks, python, snowflake, spark, sql.",azure;databricks;python;snowflake;spark;sql,bi,"Director, Data Engineering & Business Intelligence",Data Engineer,Canada,Full-time,True,lukebarousse/data_jobs
1420,"Senior Data Engineer, Business Intelligence",Bell,"Toronto, ON, Canada","Title short: Senior Data Engineer. Schedule: Full-time. Remote: False. Country: Canada. Skills: alteryx, c++, hadoop, java, kafka, oracle, python, sas, scala, spark, sql.",alteryx;c++;hadoop;java;kafka;oracle;python;sas;scala;spark;sql,bi,"Senior Data Engineer, Business Intelligence",Senior Data Engineer,Canada,Full-time,False,lukebarousse/data_jobs
1421,Director - Business Intelligence & Data Analytics,تكامل القابضة,Riyadh Saudi Arabia,Title short: Senior Data Scientist. Schedule: Full-time. Remote: False. Country: Saudi Arabia. Skills: powerpoint.,powerpoint,bi,Director - Business Intelligence & Data Analytics,Senior Data Scientist,Saudi Arabia,Full-time,False,lukebarousse/data_jobs
1422,Data & Business Intelligence Engineer,Plug and Play Tech Center,"Valencia, Spain","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Spain. Skills: python, qlik, sql, tableau.",python;qlik;sql;tableau,bi,Data & Business Intelligence Engineer,Data Engineer,Spain,Full-time,False,lukebarousse/data_jobs
1423,Senior Data & Reporting Analyst,FUJIFILM Business Innovation Asia Pacific,Singapore,"Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Singapore. Skills: cognos, tableau.",cognos;tableau,bi,Senior Data & Reporting Analyst,Senior Data Analyst,Singapore,Full-time,False,lukebarousse/data_jobs
1424,Senior Reporting Analyst,Toll Group,"Bayan Lepas, Penang, Malaysia","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Malaysia. Skills: excel, power bi, sql.",excel;power bi;sql,bi,Senior Reporting Analyst,Senior Data Analyst,Malaysia,Full-time,False,lukebarousse/data_jobs
1425,"Senior Data Analyst, Business Intelligence",Cox Communications,"Union City, CA","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: aws, excel, hadoop, microstrategy, oracle, snowflake, sql.",aws;excel;hadoop;microstrategy;oracle;snowflake;sql,bi,"Senior Data Analyst, Business Intelligence",Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
1426,"Senior Data Analyst, Business Intelligence",2K,"Dublin, Ireland","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Ireland. Skills: aws, looker, power bi, snowflake, sql, tableau.",aws;looker;power bi;snowflake;sql;tableau,bi,"Senior Data Analyst, Business Intelligence",Senior Data Analyst,Ireland,Full-time,False,lukebarousse/data_jobs
1427,Senior Reporting Analyst,Taulia,"San Francisco, CA","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: excel, javascript, looker, perl, python, shell, sql, tableau.",excel;javascript;looker;perl;python;shell;sql;tableau,bi,Senior Reporting Analyst,Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
1428,"Business Intelligence, Data Engineer, Frontend Engineer, 100000...",Listopro,Anywhere,Title short: Data Engineer. Schedule: Full-time. Remote: True. Country: Mexico. Skills: javascript.,javascript,bi,"Business Intelligence, Data Engineer, Frontend Engineer, 100000...",Data Engineer,Mexico,Full-time,True,lukebarousse/data_jobs
1429,Data Engineer Business Intelligence,IBM,"Bengaluru, Karnataka, India","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: India. Skills: javascript, tableau.",javascript;tableau,bi,Data Engineer Business Intelligence,Data Engineer,India,Full-time,False,lukebarousse/data_jobs
1430,"Business Intelligence Engineer, Global Data",Amazon Music,India,"Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: India. Skills: flow, java, python, r, sql, tableau.",flow;java;python;r;sql;tableau,bi,"Business Intelligence Engineer, Global Data",Data Engineer,India,Full-time,False,lukebarousse/data_jobs
1431,Business Intelligence Data Engineer- Indonesia,Intrepid Group,"Jakarta, Indonesia","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Indonesia. Skills: aws, bigquery, flow, pandas, python, redshift, snowflake, sql.",aws;bigquery;flow;pandas;python;redshift;snowflake;sql,bi,Business Intelligence Data Engineer- Indonesia,Data Engineer,Indonesia,Full-time,False,lukebarousse/data_jobs
1432,Senior Reporting Analyst,Michael Page,"Amsterdam, Netherlands","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Netherlands. Skills: python, sql, vba.",python;sql;vba,bi,Senior Reporting Analyst,Senior Data Analyst,Netherlands,Full-time,False,lukebarousse/data_jobs
1433,EY - AWS Data Engineer - Business Intelligence/Analytics,Ernst Young,West Bengal,"Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: India. Skills: aws, numpy, pandas, pyspark, python, redshift, scala, snowflake, sql, t-sql.",aws;numpy;pandas;pyspark;python;redshift;scala;snowflake;sql;t-sql,bi,EY - AWS Data Engineer - Business Intelligence/Analytics,Data Engineer,India,Full-time,False,lukebarousse/data_jobs
1434,Data Engineer - Business Intelligence (m/w/d),Michael Page,"Munich, Germany","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Germany. Skills: docker, java, kafka, kubernetes, python, spring.",docker;java;kafka;kubernetes;python;spring,bi,Data Engineer - Business Intelligence (m/w/d),Data Engineer,Germany,Full-time,False,lukebarousse/data_jobs
1435,Business Intelligence Senior Data Analyst,Savills España,"Madrid, Spain","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Spain. Skills: azure, dax, postgresql, python, r, sql, sql server, t-sql, tableau.",azure;dax;postgresql;python;r;sql;sql server;t-sql;tableau,bi,Business Intelligence Senior Data Analyst,Senior Data Analyst,Spain,Full-time,False,lukebarousse/data_jobs
1436,Data Engineer Business Intelligence,Overstock,"Sligo, Ireland","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Ireland. Skills: airflow, bigquery, c++, cassandra, flow, gcp, hadoop, java, kafka, linux, nosql, python, scala, spark, sql.",airflow;bigquery;c++;cassandra;flow;gcp;hadoop;java;kafka;linux;nosql;python;scala;spark;sql,bi,Data Engineer Business Intelligence,Data Engineer,Ireland,Full-time,False,lukebarousse/data_jobs
1437,Data Engineer: Business Intelligence,IBM,"Mumbai, Maharashtra, India","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: India. Skills: aws, azure, cognos, ibm cloud, sql, t-sql, tableau.",aws;azure;cognos;ibm cloud;sql;t-sql;tableau,bi,Data Engineer: Business Intelligence,Data Engineer,India,Full-time,False,lukebarousse/data_jobs
1438,Business Intelligence Developer:in für die mobile App-Entwicklung,Hannover Rück SE,"Hanover, Germany",Title short: Software Engineer. Schedule: Full-time. Remote: False. Country: Germany. Skills: microstrategy.,microstrategy,bi,Business Intelligence Developer:in für die mobile App-Entwicklung,Software Engineer,Germany,Full-time,False,lukebarousse/data_jobs
1439,Senior Reporting Analyst,Oranga Tamariki—Ministry for Children,"Paraparaumu, New Zealand","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: New Zealand. Skills: excel, power bi, python, r, sas, sharepoint, sql.",excel;power bi;python;r;sas;sharepoint;sql,bi,Senior Reporting Analyst,Senior Data Analyst,New Zealand,Full-time,False,lukebarousse/data_jobs
1440,Senior Data and Reporting Analyst (2 year contract - with option...,Adecco,"Sofia, Bulgaria","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Bulgaria. Skills: excel, sharepoint, sql.",excel;sharepoint;sql,bi,Senior Data and Reporting Analyst (2 year contract - with option...,Senior Data Analyst,Bulgaria,Full-time,False,lukebarousse/data_jobs
1441,Data Engineer Business Intelligence,Hendrix Genetics BV,"Boxmeer, Netherlands","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Netherlands. Skills: azure, databricks, dax, power bi, sql, sql server.",azure;databricks;dax;power bi;sql;sql server,bi,Data Engineer Business Intelligence,Data Engineer,Netherlands,Full-time,False,lukebarousse/data_jobs
1442,Senior Reporting Analyst,Experian,"Heredia Province, Heredia, Costa Rica","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Costa Rica. Skills: alteryx, oracle, sap, tableau.",alteryx;oracle;sap;tableau,bi,Senior Reporting Analyst,Senior Data Analyst,Costa Rica,Full-time,False,lukebarousse/data_jobs
1443,Sr. Business Intelligence Manager (Data Visualization for BPO),IBEX Global Solutions (Philippines) Inc.,Philippines,Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Philippines. Skills: powerpoint.,powerpoint,bi,Sr. Business Intelligence Manager (Data Visualization for BPO),Senior Data Analyst,Philippines,Full-time,False,lukebarousse/data_jobs
1444,"Data Reporting Analyst, Sr- Business Services",Broadbean,"Atlanta, GA","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: excel, flow, power bi, python, r, sql, visual basic, word.",excel;flow;power bi;python;r;sql;visual basic;word,bi,"Data Reporting Analyst, Sr- Business Services",Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
1445,Data Engineer - Business Intelligence (Hybrid - BGC),Hunter's Hub Inc.,"Taguig, Metro Manila, Philippines","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Philippines. Skills: hadoop, java, python, r, scala, sql.",hadoop;java;python;r;scala;sql,bi,Data Engineer - Business Intelligence (Hybrid - BGC),Data Engineer,Philippines,Full-time,False,lukebarousse/data_jobs
1446,Senior Category Reporting Analyst,HAYS,"Lisbon, Portugal",Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Portugal. Skills: react.,react,bi,Senior Category Reporting Analyst,Senior Data Analyst,Portugal,Full-time,False,lukebarousse/data_jobs
1447,"Senior Power BI Analyst Pomorskie Power Bi, SQL",Emprego,"Cajamarca, Peru","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Peru. Skills: dax, power bi, sql.",dax;power bi;sql,bi,"Senior Power BI Analyst Pomorskie Power Bi, SQL",Senior Data Analyst,Peru,Full-time,False,lukebarousse/data_jobs
1448,Senior Business Intelligence Developer to join our exciting data...,NNIT,"Copenhagen, Denmark","Title short: Senior Data Scientist. Schedule: Full-time. Remote: False. Country: Denmark. Skills: azure, c#, git, powershell, sql, sql server, ssis, t-sql.",azure;c#;git;powershell;sql;sql server;ssis;t-sql,bi,Senior Business Intelligence Developer to join our exciting data...,Senior Data Scientist,Denmark,Full-time,False,lukebarousse/data_jobs
1449,"Principal Data Analyst/Sr. Data Analyst, Business Intelligence...",Boston Scientific,"Balik Pulau, Penang, Malaysia","Title short: Senior Data Analyst. Schedule: nan. Remote: False. Country: Malaysia. Skills: alteryx, flow, power bi, sap, tableau.",alteryx;flow;power bi;sap;tableau,bi,"Principal Data Analyst/Sr. Data Analyst, Business Intelligence...",Senior Data Analyst,Malaysia,,False,lukebarousse/data_jobs
1450,Business intelligence data developer,GH intérim Wiltz,Luxembourg,"Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Luxembourg. Skills: sql, ssis, ssrs, t-sql.",sql;ssis;ssrs;t-sql,bi,Business intelligence data developer,Data Engineer,Luxembourg,Full-time,False,lukebarousse/data_jobs
1451,Data Engineer Business Intelligence,Overstock,Ireland,"Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Ireland. Skills: airflow, bigquery, c++, cassandra, flow, gcp, hadoop, java, kafka, linux, nosql, python, scala, spark, sql.",airflow;bigquery;c++;cassandra;flow;gcp;hadoop;java;kafka;linux;nosql;python;scala;spark;sql,bi,Data Engineer Business Intelligence,Data Engineer,Ireland,Full-time,False,lukebarousse/data_jobs
1452,Business Intelligence Engineer (Data Warehouse and Visualization),Full Potential Solutions,"Davao City, Davao del Sur, Philippines","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Philippines. Skills: aws, javascript, mysql, postgresql, power bi, python, redshift, snowflake, spark, sql, tableau.",aws;javascript;mysql;postgresql;power bi;python;redshift;snowflake;spark;sql;tableau,bi,Business Intelligence Engineer (Data Warehouse and Visualization),Data Engineer,Philippines,Full-time,False,lukebarousse/data_jobs
1453,"Senior Data Analyst, Business Intelligence",Universal Orlando Resort,"Orlando, FL","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: alteryx, cognos, python, r, sql, tableau.",alteryx;cognos;python;r;sql;tableau,bi,"Senior Data Analyst, Business Intelligence",Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
1454,"Senior Engineer, Business Intelligence and Data",Maaden,Ras Al Khair Saudi Arabia,"Title short: Senior Data Engineer. Schedule: Full-time. Remote: False. Country: Saudi Arabia. Skills: c#, excel, mysql, oracle, outlook, power bi, powerpoint, spreadsheet, sql, word.",c#;excel;mysql;oracle;outlook;power bi;powerpoint;spreadsheet;sql;word,bi,"Senior Engineer, Business Intelligence and Data",Senior Data Engineer,Saudi Arabia,Full-time,False,lukebarousse/data_jobs
1455,Tableau Developer - Data Warehousing/Business Intelligence,Sun Consultants,India,"Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: India. Skills: cassandra, hadoop, java, javascript, linux, mongodb, nosql, power bi, python, sql, tableau.",cassandra;hadoop;java;javascript;linux;mongodb;nosql;power bi;python;sql;tableau,bi,Tableau Developer - Data Warehousing/Business Intelligence,Data Engineer,India,Full-time,False,lukebarousse/data_jobs
1456,Azure Data Engineer - Big Data/Business Intelligence,Kadel Labs,"Udaipur, Rajasthan, India","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: India. Skills: azure, flow, pyspark, python, sql, sql server.",azure;flow;pyspark;python;sql;sql server,bi,Azure Data Engineer - Big Data/Business Intelligence,Data Engineer,India,Full-time,False,lukebarousse/data_jobs
1457,Business Intelligence and Data Analytics Engineer,CPL Recruitment,Ireland,"Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Ireland. Skills: css, java, javascript, python, sap, sql, tableau.",css;java;javascript;python;sap;sql;tableau,bi,Business Intelligence and Data Analytics Engineer,Data Engineer,Ireland,Full-time,False,lukebarousse/data_jobs
1458,Mid level Data Engineer-Business Intelligence,RELX,"Chennai, Tamil Nadu, India","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: India. Skills: airflow, aws, python, snowflake, sql.",airflow;aws;python;snowflake;sql,bi,Mid level Data Engineer-Business Intelligence,Data Engineer,India,Full-time,False,lukebarousse/data_jobs
1459,SVP KYC Operations Senior Data Analytics & Business Intelligence...,"Citigroup, Inc","Fort Lauderdale, FL","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: css, excel, html, jquery, sas, spss, sql.",css;excel;html;jquery;sas;spss;sql,bi,SVP KYC Operations Senior Data Analytics & Business Intelligence...,Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
1460,Data Reporting Analyst Senior First Line Defense,City National Bank,"Los Angeles, CA","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: crystal, express, ms access, mysql, sap, sas, sharepoint, sql, t-sql, tableau.",crystal;express;ms access;mysql;sap;sas;sharepoint;sql;t-sql;tableau,bi,Data Reporting Analyst Senior First Line Defense,Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
1461,Sr. Business Data & Reporting Analyst,State of Georgia,"Atlanta, GA","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: crystal, sharepoint, sql, sql server, ssrs.",crystal;sharepoint;sql;sql server;ssrs,bi,Sr. Business Data & Reporting Analyst,Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
1462,Senior Data Engineer & Business Intelligence Consultant,Harvey Nash,"Birmingham, UK","Title short: Senior Data Engineer. Schedule: Full-time. Remote: False. Country: United Kingdom. Skills: azure, databricks, dax, power bi, sql, ssis.",azure;databricks;dax;power bi;sql;ssis,bi,Senior Data Engineer & Business Intelligence Consultant,Senior Data Engineer,United Kingdom,Full-time,False,lukebarousse/data_jobs
1463,"Sr. Data Analyst, Business Intelligence",Universal Orlando,"Orlando, FL","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: alteryx, cognos, python, r, sql, tableau.",alteryx;cognos;python;r;sql;tableau,bi,"Sr. Data Analyst, Business Intelligence",Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
1464,Data Engineer - Business Intelligence (m/w/d),engenious GmbH,"Brühl, Germany",Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Germany. Skills: go.,go,bi,Data Engineer - Business Intelligence (m/w/d),Data Engineer,Germany,Full-time,False,lukebarousse/data_jobs
1465,Data Engineer für Business Intelligence (m/w/d),ROCKEN,"Opfikon, Switzerland","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Switzerland. Skills: git, ssis, t-sql.",git;ssis;t-sql,bi,Data Engineer für Business Intelligence (m/w/d),Data Engineer,Switzerland,Full-time,False,lukebarousse/data_jobs
1466,Business Intelligence Data Engineer,Bell Schweiz AG,"Basel, Switzerland","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Switzerland. Skills: azure, dax, sql, sql server.",azure;dax;sql;sql server,bi,Business Intelligence Data Engineer,Data Engineer,Switzerland,Full-time,False,lukebarousse/data_jobs
1467,"Data Engineer, Hospitality Business Intelligence",Amadeus,"Nice, France","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: France. Skills: airflow, azure, databricks, snowflake, sql.",airflow;azure;databricks;snowflake;sql,bi,"Data Engineer, Hospitality Business Intelligence",Data Engineer,France,Full-time,False,lukebarousse/data_jobs
1468,Senior Data Business Intelligence Engineer,Wells Fargo,"Charlotte, NC","Title short: Senior Data Engineer. Schedule: Full-time. Remote: False. Country: United States. Skills: microstrategy, tableau.",microstrategy;tableau,bi,Senior Data Business Intelligence Engineer,Senior Data Engineer,United States,Full-time,False,lukebarousse/data_jobs
1469,Business Intelligence / Data Engineer,Michael Page,"Solihull, UK","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: United Kingdom. Skills: aws, azure, databricks, flask, gcp, neo4j, pyspark, python, spark, sql.",aws;azure;databricks;flask;gcp;neo4j;pyspark;python;spark;sql,bi,Business Intelligence / Data Engineer,Data Engineer,United Kingdom,Full-time,False,lukebarousse/data_jobs
1470,Business intelligence data engineer,"KBC Group, Shared Service Center CZ","Brno, Czechia","Title short: Data Engineer. Schedule: Full-time. Remote: False. Country: Czechia. Skills: sap, sql.",sap;sql,bi,Business intelligence data engineer,Data Engineer,Czechia,Full-time,False,lukebarousse/data_jobs
1471,Senior Manager-Data Engineering & Business Intelligence,American Express,"Atlanta, GA","Title short: Senior Data Engineer. Schedule: Full-time. Remote: False. Country: United States. Skills: express, flow, sql, tableau.",express;flow;sql;tableau,bi,Senior Manager-Data Engineering & Business Intelligence,Senior Data Engineer,United States,Full-time,False,lukebarousse/data_jobs
